,RA,DEC
231,319.108336,-0.945284
232,321.134558,0.098845
233,321.092265,-0.089797
234,322.239957,0.349945
235,321.814657,0.187006
236,322.367536,-0.213649
237,322.152402,0.614107
238,322.466945,-0.547711
239,322.351776,-0.609678
240,322.314686,-0.627064
241,322.468224,-0.690319
242,322.051509,-0.756419
243,322.873209,-0.072999
244,322.781974,-0.228431
245,322.665168,-0.361605
246,322.557202,-0.515688
247,322.488724,-0.58123
248,324.433877,0.239309
249,324.540948,0.181623
250,324.111897,0.047597
251,324.446126,0.398239
252,325.205715,-0.030445
253,325.174839,0.700223
254,324.811385,1.116554
255,325.38228,-0.213556
256,325.680888,-0.229674
257,325.888342,-0.242452
258,327.336887,0.240354
259,327.018379,-0.028796
260,327.919991,0.308579
261,327.480425,0.151404
262,328.019697,-0.875905
263,327.763406,-0.952436
264,328.62439,0.263269
265,328.436699,0.025273
266,329.897526,-0.636857
267,331.087788,-0.180981
268,332.316959,0.001318
269,332.400579,-0.211022
270,333.097859,0.099072
271,332.934324,-0.418996
272,333.0959,-0.518128
273,332.770861,-0.611829
274,333.163513,-0.959792
275,333.705431,-0.221939
276,333.65187,-0.237172
277,333.811669,-0.25184
278,333.674093,0.738906
279,333.201353,-0.489965
280,334.118455,0.000546
281,334.257953,-0.145534
282,334.126094,-0.412331
283,335.159995,-0.069633
284,335.942395,-0.193039
285,335.472175,-0.275966
286,336.008332,1.039522
287,335.420802,0.575024
288,335.898888,-0.406868
289,335.687861,-0.832247
290,336.50098,-0.27778
291,336.517143,0.421633
292,336.123187,-0.627217
293,336.60521,-0.671207
294,336.485017,-0.858749
295,336.865002,0.265581
296,337.305539,0.00066
297,337.68234,0.14893
298,338.550023,0.32864
299,338.366352,0.603728
300,338.502004,-0.652871
301,339.330301,0.264439
302,339.529641,0.225735
303,339.260112,0.837806
304,339.011388,0.713978
305,339.463198,0.520324
306,339.262463,-0.687157
307,338.990414,-0.920989
308,339.740223,0.133421
309,339.792952,-0.438608
310,341.485819,0.010239
311,341.187291,-0.087081
312,341.063406,-0.163583
313,341.652514,1.04486
314,341.177503,0.59374
315,341.423263,0.519308
316,341.114188,-0.504037
317,341.569466,-0.648898
318,341.45359,-0.847981
319,342.377176,0.359452
320,342.34261,0.227072
321,342.410838,-0.12796
322,342.025415,0.650037
323,341.795286,0.587264
324,342.095176,0.400529
325,341.826256,-0.360676
326,342.396217,-0.341434
327,342.375513,-0.629689
328,342.599847,0.293732
329,342.844063,0.032205
330,342.607789,-0.086429
331,343.500894,0.289681
332,343.454789,-0.038153
333,343.61866,0.389475
334,344.459746,-0.221814
335,344.391199,0.923895
336,344.461629,0.682121
337,344.330164,0.506403
338,344.637923,-0.001669
339,344.803312,-0.019519
340,344.803915,-0.233454
341,344.89589,-0.245162
342,345.301951,0.508911
343,346.58931,0.183861
344,346.337617,-0.152617
345,347.19782,0.355123
346,347.198493,-0.483963
347,346.840027,-0.516412
348,346.789357,-0.669928
349,347.414362,-0.741424
350,347.32161,-0.800089
351,347.948748,0.332323
352,347.509323,1.045095
353,347.988256,0.524808
354,347.610605,-0.694864
355,348.267163,0.288876
356,348.419833,0.144455
357,349.597347,0.610595
358,349.695364,0.348331
359,349.747789,0.3091
360,349.780055,0.152882
361,350.133794,-0.129598
362,350.112556,-0.306248
363,350.082351,1.061279
364,350.216929,0.677159
365,350.286918,0.460943
366,350.033681,0.404353
367,350.714916,0.227881
368,350.745999,-0.003312
369,350.568873,-0.028025
370,350.350296,-0.035001
371,350.679112,0.669976
372,350.878848,-0.562652
373,350.366435,-0.693132
374,351.254941,-0.067821
375,351.251739,-0.10371
376,351.139886,-0.290905
377,352.800509,0.2571
378,352.678502,0.232795
379,352.497581,0.146187
380,352.624607,0.124619
381,352.560583,-0.031194
382,352.975611,-0.213613
383,353.087034,0.394214
384,353.103648,-0.585796
385,352.974078,-0.635635
386,353.232358,0.710817
387,353.508701,0.578598
388,353.360668,-0.357574
389,354.277315,-0.06001
390,354.433925,0.035135
391,354.909453,0.022563
392,354.899268,-0.336954
393,355.029139,-0.506945
394,355.787584,0.275807
395,355.48523,0.177687
396,355.907624,0.64461
397,356.002071,0.445306
398,355.397968,0.432921
399,356.265459,0.185994
400,356.390162,-0.122059
401,356.053705,0.821004
402,356.050801,0.591615
403,356.278395,0.530231
404,356.158483,-0.690382
405,357.868494,-0.458602
406,357.823712,-0.463384
407,358.863269,0.324273
408,358.615832,0.322258
409,358.497433,0.45425
410,358.567128,-1.136063
411,358.935514,0.332707
412,359.313421,0.241933
413,359.299872,-0.019996
414,359.186943,-0.306686
415,359.095703,-0.336801
416,359.489695,-0.330156
417,359.035084,0.614076
418,359.084236,-0.361916
419,359.702495,0.195419
420,359.71829,-0.128995
421,358.818041,-1.137625
422,359.127551,-0.994118
423,358.977843,-1.18079
424,358.94588,-1.25991
425,359.059862,-1.572545
426,359.35606,-1.610465
427,359.886486,-0.880669
428,2.469816,-0.355116
429,2.571096,-1.154469
430,2.808064,-1.276768
431,2.787076,-1.411305
432,3.677969,-1.014905
433,3.373081,-1.034251
434,3.586657,-1.11767
435,4.048331,-1.090876
436,5.166526,-0.46618
437,5.020424,-0.733207
438,5.195055,-1.053469
439,5.497291,-0.374391
440,5.783662,-0.684185
441,5.937832,-0.735093
442,5.685748,-0.781139
443,6.150203,-0.72398
444,6.526551,-0.815652
445,6.443912,-0.818357
446,6.602191,-1.158438
447,6.401389,-1.264238
448,7.343181,-1.288664
449,7.565995,-0.798548
450,7.876027,-0.928193
451,7.559434,-1.44537
452,8.406549,-0.582461
453,8.467483,-0.612479
454,8.722911,-0.637406
455,8.222769,-0.683412
456,8.803643,-0.725881
457,8.534796,-0.946082
458,8.17666,-0.97411
459,8.392792,-1.335364
460,8.42023,-1.539135
461,9.27027,-0.973017
462,9.488068,-1.305998
463,9.417156,-1.459755
464,10.80394,-0.884118
465,10.615411,-1.398831
466,10.728896,-1.446565
467,11.421785,-0.943125
468,11.333458,-1.310849
469,13.154355,-1.336645
470,13.697182,-0.782842
471,13.877042,-1.014528
472,13.89459,-1.138323
473,13.377574,-1.376042
474,13.857836,-1.387199
475,13.686,-1.478269
476,13.74255,-1.513632
477,13.827426,-1.523119
478,14.427118,-0.368496
479,14.111137,-0.565625
480,14.284506,-0.675182
481,14.527237,-0.763119
482,14.416031,-0.950811
483,14.245801,-0.958801
484,14.512294,-0.999472
485,14.602744,-1.111152
486,13.923217,-1.138563
487,14.317713,-1.163893
488,13.92613,-1.181685
489,14.315148,-1.203857
490,14.325391,-1.207588
491,14.105545,-1.222471
492,14.207079,-1.260846
493,14.147804,-1.276087
494,14.449811,-1.301561
495,14.280331,-1.300902
496,14.436073,-1.336693
497,13.914234,-1.355396
498,13.937099,-1.465138
499,14.368334,-1.494388
500,14.251969,-1.492007
501,14.122462,-1.502394
502,14.882324,-0.832062
503,14.986159,-0.929562
504,14.748747,-1.0216
505,15.241273,-1.153563
506,14.739849,-1.252764
507,14.977626,-1.314214
508,16.009344,-0.864903
509,16.004234,-0.871898
510,15.759536,-0.990409
511,16.731203,-0.589914
512,16.174788,-0.780646
513,16.042654,-0.835725
514,16.060093,-0.848288
515,16.429555,-1.398791
516,16.131277,-1.44852
517,16.495612,-1.492499
518,16.881554,-0.212879
519,17.127728,-0.217397
520,16.867333,-0.412917
521,16.87473,-0.485937
522,16.742854,-0.62228
523,17.133501,-0.653054
524,16.849832,-0.68009
525,16.861115,-0.682901
526,16.991059,-0.748951
527,17.268456,-0.913969
528,17.519774,-1.075643
529,18.673228,-1.017451
530,18.677916,-1.097263
531,18.773148,-1.095427
532,18.687595,-1.241558
533,18.901483,-1.253828
534,19.229044,-0.924272
535,19.459754,-1.143846
536,19.124801,-1.155255
537,19.386936,-1.243414
538,18.902752,-1.254274
539,18.969427,-1.307608
540,19.42794,-1.367755
541,19.638664,-0.792184
542,19.684345,-1.071834
543,19.708409,-1.168168
544,19.83172,-1.182415
545,19.920385,-1.332221
546,19.863968,-1.406984
547,20.315273,-0.58639
548,20.403318,-0.608334
549,20.481405,-0.741002
550,20.654989,-0.822609
551,20.655881,-0.872045
552,20.592771,-1.150015
553,20.569694,-1.189497
554,20.946827,-1.290771
555,21.685869,-0.799601
556,21.577068,-0.993789
557,21.551467,-0.997881
558,21.723543,-1.056029
559,21.41536,-1.117825
560,21.341767,-1.121986
561,21.698922,-1.211923
562,21.477651,-1.248213
563,21.586673,-1.250244
564,21.210725,-1.268574
565,21.493382,-1.278058
566,21.204253,-1.281096
567,21.247771,-1.307589
568,21.445898,-1.315357
569,21.638799,-1.313882
570,21.694705,-1.31727
571,21.378927,-1.330295
572,21.366789,-1.333297
573,21.638445,-1.346859
574,21.420883,-1.35067
575,21.533046,-1.361506
576,21.408407,-1.37013
577,21.367035,-1.373676
578,21.551744,-1.373407
579,21.709488,-1.379913
580,21.611439,-1.407119
581,21.577761,-1.402778
582,21.630321,-1.43629
583,21.444102,-1.445116
584,21.56128,-1.465325
585,22.011383,-0.770367
586,22.328695,-0.812062
587,22.330395,-0.812343
588,22.023544,-0.929454
589,22.213137,-1.040986
590,21.953683,-1.090614
591,21.84949,-1.164407
592,21.988651,-1.19482
593,21.774396,-1.201019
594,21.825691,-1.268615
595,22.367134,-1.304542
596,21.923295,-1.313872
597,21.934226,-1.353065
598,22.082877,-1.374367
599,21.791995,-1.399785
600,22.696354,-0.27548
601,22.873799,-0.578844
602,23.125141,-0.640144
603,23.020471,-0.697836
604,22.449842,-0.703212
605,22.462938,-0.78189
606,22.844022,-0.811931
607,23.008053,-0.888018
608,22.465811,-0.917944
609,22.884744,-1.076715
610,22.478304,-1.39045
611,23.31055,-0.855141
612,23.491809,-1.042676
613,23.772244,-1.230839
614,24.242499,-0.963006
615,24.532832,-1.2769
616,24.826417,-0.684361
617,24.677828,-1.232638
618,25.590944,-0.374
619,25.361018,-0.599296
620,25.958655,-0.823042
621,25.700385,-1.004677
622,25.833666,-1.386936
623,26.516491,-1.157719
624,27.46733,-1.302792
625,27.410088,-1.388592
626,28.066784,-0.825693
627,28.497888,-0.49257
628,28.539523,-0.681406
629,28.673693,-0.683937
630,28.396532,-0.92574
631,28.321018,-1.446146
632,29.153872,-1.094561
633,29.324578,-1.216831
634,30.19366,-0.883967
635,29.850407,-1.258933
636,30.027479,-1.272079
637,30.097936,-1.412082
638,30.727264,-0.244165
639,30.719455,-1.222069
640,30.808119,-1.247378
641,30.797009,-1.257032
642,30.595626,-1.293339
643,30.364044,-1.316125
644,30.972505,-1.479828
645,31.276208,-0.717533
646,31.84557,-1.271373
647,31.852481,-1.410276
648,32.724001,-1.36936
649,32.786615,-1.485031
650,32.88566,-1.533456
651,33.640161,-0.814387
652,33.27534,-1.167304
653,33.301774,-1.373755
654,34.064285,-1.170628
655,34.971259,-1.039498
656,35.689316,-0.795367
657,36.325336,-0.386906
658,36.181203,-0.434703
659,36.449453,-0.485996
660,36.482656,-0.801622
661,36.192546,-0.928311
662,36.2916,-0.972024
663,36.573412,-1.418786
664,36.853332,-0.439513
665,37.244624,-0.757488
666,37.397028,-0.807322
667,37.46308,-1.168298
668,37.194748,-1.203271
669,37.016936,-1.455276
670,38.135112,-1.318151
671,38.531011,-0.735238
672,38.615386,-0.760413
673,38.545893,-0.79983
674,38.715515,-0.942677
675,38.159187,-1.033774
676,39.520293,-0.284637
677,38.977274,-0.354453
678,39.056388,-0.701164
679,39.068876,-0.872544
680,39.144548,-1.270938
681,39.591586,-1.324274
682,39.496721,-1.344334
683,40.03761,-0.911937
684,40.201569,-0.95414
685,40.508856,-1.24969
686,41.353219,-1.00734
687,41.648337,-1.283004
688,42.070362,-0.184338
689,42.247124,-0.50293
690,42.217932,-0.512219
691,42.118672,-0.537267
692,42.275879,-0.581895
693,42.274178,-0.717097
694,42.346752,-0.749337
695,42.301041,-0.822343
696,42.349432,-0.824305
697,41.890041,-0.840161
698,42.085459,-1.033765
699,42.372586,-1.051225
700,42.445838,-1.177492
701,42.34232,-1.192923
702,41.970144,-1.370243
703,42.041885,-1.503152
704,42.814666,-0.705237
705,42.982631,-0.7149
706,42.783495,-0.751336
707,43.026741,-1.012955
708,42.707394,-1.016576
709,43.095346,-1.040655
710,42.895576,-1.101419
711,43.000132,-1.151332
712,43.160367,-1.155186
713,43.157196,-1.354098
714,43.194166,-1.064752
715,43.499171,-1.183789
716,43.348513,-1.276905
717,43.304809,-1.289136
718,43.203065,-1.308905
719,44.483699,-1.232236
720,316.643488,-1.253993
721,317.176321,-1.315361
722,317.686161,-1.10425
723,318.250989,-1.085393
724,318.217999,-1.389045
725,318.271132,-1.435403
726,319.68175,-0.830046
727,320.799104,-1.347142
728,321.742825,-1.136145
729,321.20401,-1.222491
730,322.324001,-1.422887
731,322.88331,-0.918891
732,322.950998,-1.021585
733,323.053413,-1.20165
734,323.698263,-0.260036
735,323.890557,-0.576006
736,323.667132,-0.620317
737,325.909508,-0.466851
738,325.550361,-1.014582
739,325.350725,-1.372434
740,325.376965,-1.50411
741,326.049755,-1.570346
742,325.911367,-1.882717
743,325.948729,-2.068493
744,326.312138,-0.813748
745,326.768273,-1.435308
746,326.087043,-1.648605
747,326.916666,-1.226654
748,326.995119,-1.375189
749,327.057489,-1.5951
750,328.193878,-1.302804
751,328.382766,-0.688968
752,328.438314,-0.852741
753,328.455537,-1.147902
754,328.413796,-1.289926
755,328.231017,-1.302271
756,328.840776,-1.323059
757,328.677492,-1.759167
758,329.224853,-0.30433
759,329.109998,-0.74891
760,329.187287,-1.432011
761,329.032888,-1.489152
762,329.213169,-1.52464
763,329.195681,-1.600011
764,329.22778,-1.859257
765,329.250543,-2.036998
766,329.855114,-1.081083
767,330.236435,-1.108067
768,330.167601,-1.176583
769,329.928275,-1.629954
770,330.880782,-1.041325
771,330.94181,-1.119998
772,331.521749,-0.51435
773,331.532998,-0.801204
774,331.047206,-0.822897
775,331.4376,-0.861268
776,331.342876,-1.815924
777,331.799504,-0.200486
778,332.153177,-0.601513
779,332.135299,-0.90638
780,332.215375,-1.19849
781,331.845074,-1.23279
782,332.287117,-1.612686
783,331.989103,-1.652738
784,331.960019,-2.060643
785,332.812697,-1.19231
786,332.824558,-1.288494
787,332.555169,-1.360605
788,334.30126,-0.956054
789,334.593523,-0.993564
790,334.37484,-1.294699
791,334.547735,-1.356837
792,334.026459,-1.658841
793,333.916948,-1.72583
794,335.298899,-0.935101
795,335.315782,-0.971782
796,335.082363,-1.258658
797,335.121473,-1.269447
798,334.747589,-1.84056
799,335.554716,-0.754363
800,335.830247,-1.172432
801,335.602138,-1.389205
802,335.395918,-1.64291
803,336.563166,-1.383807
804,336.73749,-1.680762
805,337.341551,-0.198513
806,336.787534,-0.780796
807,337.141828,-0.841554
808,337.335681,-0.951128
809,337.350252,-1.03969
810,336.855275,-1.087817
811,337.009495,-1.173459
812,337.307512,-1.215274
813,337.313257,-1.319932
814,336.911728,-1.67729
815,337.456115,-1.84535
816,337.125774,-2.012551
817,337.499694,-0.277226
818,337.472964,-0.38605
819,337.492602,-0.466849
820,337.872025,-1.114747
821,338.187588,-1.250317
822,337.747067,-2.150267
823,338.552935,-0.929563
824,340.075446,-0.508506
825,340.169556,-0.684354
826,339.842558,-0.858056
827,340.054982,-0.949956
828,339.696401,-1.272992
829,340.128933,-1.421725
830,339.815226,-1.607612
831,340.455781,-0.239686
832,340.404891,-0.270837
833,340.350531,-0.364465
834,340.415691,-0.439265
835,340.910897,-0.532668
836,340.805439,-0.910957
837,340.897686,-1.214913
838,340.507819,-1.3426
839,340.913784,-1.699074
840,341.81452,-1.129438
841,342.034834,-1.234234
842,342.376384,-1.258318
843,342.974558,-0.367431
844,343.149311,-0.934196
845,342.884884,-0.970542
846,342.660926,-1.014047
847,343.159017,-1.045441
848,342.55539,-1.286141
849,342.966116,-1.397821
850,342.498863,-1.400975
851,343.1875,-1.467751
852,343.119457,-1.620597
853,342.92219,-1.807388
854,343.38587,-0.383695
855,343.234661,-0.434375
856,343.252803,-0.668273
857,343.285414,-1.579411
858,344.036757,-1.339647
859,344.763227,-1.25165
860,346.015244,-0.141616
861,345.835508,-1.572009
862,346.117437,-0.233679
863,346.487941,-0.641081
864,346.640028,-0.738418
865,346.669084,-1.308641
866,346.548964,-1.355986
867,346.780105,-1.19343
868,348.058382,-1.147833
869,347.718835,-1.174864
870,348.130314,-1.210582
871,348.825699,-0.525519
872,348.80835,-0.844713
873,348.341378,-1.350207
874,348.602769,-1.727651
875,348.755729,-1.745999
876,348.739225,-1.752202
877,348.485195,-1.781753
878,348.409871,-1.88124
879,348.440299,-1.8852
880,348.451159,-1.917477
881,348.571308,-1.990372
882,348.492231,-2.001015
883,348.470964,-2.063092
884,349.249518,-0.478515
885,348.970912,-0.698988
886,349.440127,-1.277481
887,349.526607,-1.458445
888,348.931122,-1.727557
889,349.041277,-2.040842
890,349.802785,-1.020255
891,349.659056,-1.109959
892,349.96474,-1.188747
893,349.664418,-1.34386
894,350.348443,-1.278911
895,351.362885,-0.351272
896,351.246347,-0.725698
897,351.181515,-0.745401
898,351.536221,-0.967666
899,351.80923,-0.723729
900,352.450887,-0.802169
901,352.000565,-1.224642
902,352.161049,-1.467261
903,352.590056,-0.983238
904,352.492088,-1.104244
905,353.692087,-0.992546
906,353.731701,-1.77966
907,354.439791,-0.422582
908,354.230226,-1.44865
909,353.956922,-1.562055
910,354.547626,-1.599842
911,354.164038,-1.720436
912,355.490834,-1.084894
913,355.417901,-1.385544
914,356.496578,-0.971002
915,356.375408,-1.509852
916,356.672846,-1.645046
917,357.26988,-0.528849
918,357.096336,-0.61246
919,356.881959,-0.620605
920,356.793548,-0.635178
921,357.318846,-0.97367
922,357.342599,-1.086788
923,356.978994,-1.204642
924,356.894731,-1.519565
925,356.977415,-1.648949
926,356.887629,-1.713712
927,356.822083,-2.074759
928,357.029059,-2.134918
929,357.1496,-2.162404
930,357.774256,-0.888619
931,357.757294,-0.921054
932,357.507217,-1.54188
933,357.549387,-1.847692
934,1.352517,-1.335377
935,4.25984,-1.39111
936,7.056324,-1.356955
937,6.829816,-1.491987
938,15.427819,-1.428402
939,20.998476,-1.412108
940,20.788534,-1.474075
941,21.101574,-1.225235
942,21.052152,-1.264884
943,21.203631,-1.342164
944,21.117812,-1.417736
945,21.304651,-1.428416
946,21.344767,-1.43216
947,21.270508,-1.478839
948,21.3736,-1.496106
949,21.307406,-1.531816
950,32.394634,-1.362516
951,43.520646,-1.338253
952,43.501865,-1.469625
953,325.011373,-1.781721
954,324.865626,-1.968803
955,325.216273,-1.991458
956,327.46714,-1.532154
957,327.391744,-1.979449
958,327.012428,-2.164579
959,327.919925,-1.812544
960,327.70248,-1.855373
961,328.164391,-1.924809
962,328.116636,-2.07892
963,327.939155,-2.312791
964,328.492882,-2.058719
965,330.152311,-1.822841
966,330.04355,-1.885083
967,329.991135,-1.931301
968,329.884266,-2.008405
969,330.592086,-1.587834
970,330.864207,-1.817604
971,330.441123,-2.15996
972,331.156126,-1.779588
973,331.386002,-2.026735
974,331.252058,-2.031834
975,333.282709,-1.255321
976,333.469071,-1.633269
977,333.55157,-1.685479
978,333.681592,-1.917359
979,333.505476,-2.075865
980,334.072143,-1.965194
981,334.077285,-2.023246
982,335.292213,-1.90743
983,335.746687,-1.841077
984,335.590391,-2.091793
985,336.780213,-1.87425
986,338.471384,-1.790492
987,338.65539,-1.828267
988,338.587194,-1.961423
989,339.222701,-1.667497
990,339.162532,-1.931795
991,340.719036,-2.103965
992,341.718281,-1.423124
993,341.608698,-1.431373
994,341.233122,-1.627265
995,341.411392,-1.77868
996,344.490541,-1.319902
997,344.159566,-1.667551
998,344.345079,-1.915754
999,344.574364,-2.083654
1000,345.128561,-1.753155
1001,344.868554,-2.05309
1002,344.923893,-2.061272
1003,345.571399,-2.149132
1004,349.378245,-2.023874
1005,349.031782,-2.176148
1006,350.030546,-1.425875
1007,350.820995,-1.863966
1008,352.985157,-1.469365
1009,352.964937,-1.475992
1010,352.7734,-1.549699
1011,353.035606,-2.157288
1012,353.396189,-1.74315
1013,353.468465,-1.815671
1014,356.3173,-1.690967
1015,358.870155,-1.667909
1016,358.586679,-1.753874
1017,358.272895,-1.773826
1018,358.427149,-2.097607
1019,13.704239,-26.411513
1020,14.255715,-26.837892
1021,12.953916,-27.078689
1022,12.77163,-27.134515
1023,13.433525,-27.389211
1024,14.555187,-27.362966
1025,20.594929,-27.932001
1026,21.824086,-27.435826
1027,21.6332,-27.862764
1028,24.00979,-27.493382
1029,24.14945,-28.236912
1030,24.709208,-27.482087
1031,24.470079,-27.711292
1032,27.501447,-27.550739
1033,26.927322,-27.865334
1034,29.963441,-28.145269
1035,2.620867,-28.796172
1036,3.252398,-28.788093
1037,5.129329,-28.753297
1038,5.028924,-29.044616
1039,5.675861,-29.271228
1040,6.019746,-29.563768
1041,6.492082,-28.926574
1042,6.335838,-28.933025
1043,7.768081,-29.012294
1044,7.802737,-29.091709
1045,7.739033,-29.284486
1046,8.504198,-28.953903
1047,11.108574,-29.013755
1048,10.411155,-29.043552
1049,10.813224,-29.387622
1050,11.502779,-28.817637
1051,11.858107,-29.151696
1052,13.355152,-28.156506
1053,13.253284,-28.736165
1054,13.965432,-29.80331
1055,13.875385,-28.223798
1056,13.867548,-28.377746
1057,13.982896,-28.409838
1058,14.343582,-28.808239
1059,13.960433,-28.96736
1060,14.596241,-27.846231
1061,14.541446,-28.09949
1062,14.013311,-28.119778
1063,14.503185,-28.134957
1064,14.823943,-28.85213
1065,16.825395,-28.80582
1066,17.379459,-29.441395
1067,18.677231,-28.746831
1068,19.78337,-29.316426
1069,22.008292,-29.156995
1070,21.913663,-29.199952
1071,22.339837,-28.018751
